benchmark,model,task,base_task,equation,matched,sa1_round,n_matched,n_located,max_steps,source,source_file
llm-srbench,llama3-1-8b,full,full,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO14.txt
llm-srbench,llama3-1-8b,full,full,PO15,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO15.txt
llm-srbench,llama3-1-8b,full,full,PO1,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO1.txt
llm-srbench,llama3-1-8b,full,full,PO2,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO2.txt
llm-srbench,llama3-1-8b,full,full,PO3,1,21,2,2,30,scan,logs/llm-srbench/full/llama3-1-8b/PO3.txt
llm-srbench,llama3-1-8b,full,full,PO4,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO4.txt
llm-srbench,llama3-1-8b,full,full,PO5,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO5.txt
llm-srbench,llama3-1-8b,full,full,PO6,1,8,3,3,30,scan,logs/llm-srbench/full/llama3-1-8b/PO6.txt
llm-srbench,llama3-1-8b,full,full,PO7,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO7.txt
llm-srbench,llama3-1-8b,full,full,PO8,1,14,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/PO8.txt
llm-srbench,llama3-1-8b,full,full,PO9,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO9.txt
llm-srbench,llama3-1-8b,full,full,BPG0,1,2,9,9,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG0.txt
llm-srbench,llama3-1-8b,full,full,BPG1,1,6,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG1.txt
llm-srbench,llama3-1-8b,full,full,BPG2,1,2,30,30,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG2.txt
llm-srbench,llama3-1-8b,full,full,BPG5,1,4,2,2,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG5.txt
llm-srbench,llama3-1-8b,full,full,BPG6,1,2,7,7,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG6.txt
llm-srbench,llama3-1-8b,full,full,BPG7,1,18,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG7.txt
llm-srbench,llama3-1-8b,full,full,BPG8,1,3,52,52,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG8.txt
llm-srbench,llama3-1-8b,full,full,BPG9,1,10,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/BPG9.txt
llm-srbench,llama3-1-8b,full,full,PO3,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO3.txt
llm-srbench,llama3-1-8b,full,full,PO8,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO8.txt
llm-srbench,llama3-1-8b,full,full,CRK0,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/CRK0.txt
llm-srbench,llama3-1-8b,full,full,CRK10,1,4,6,6,30,scan,logs/llm-srbench/full/llama3-1-8b/CRK10.txt
llm-srbench,llama3-1-8b,full,full,CRK11,1,2,5,5,30,scan,logs/llm-srbench/full/llama3-1-8b/CRK11.txt
llm-srbench,llama3-1-8b,full,full,CRK1,1,3,3,3,30,scan,logs/llm-srbench/full/llama3-1-8b/CRK1.txt
llm-srbench,llama3-1-8b,full,full,CRK2,1,3,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/CRK2.txt
llm-srbench,llama3-1-8b,full,full,CRK3,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/CRK3.txt
llm-srbench,llama3-1-8b,full,full,CRK4,1,3,7,7,30,scan,logs/llm-srbench/full/llama3-1-8b/CRK4.txt
llm-srbench,llama3-1-8b,full,full,CRK5,1,16,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/CRK5.txt
llm-srbench,llama3-1-8b,full,full,CRK6,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/CRK6.txt
llm-srbench,llama3-1-8b,full,full,CRK7,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/CRK7.txt
llm-srbench,llama3-1-8b,full,full,CRK8,1,7,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/CRK8.txt
llm-srbench,llama3-1-8b,full,full,CRK9,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/CRK9.txt
llm-srbench,llama3-1-8b,full,full,MatSci11,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci11.txt
llm-srbench,llama3-1-8b,full,full,MatSci12,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci12.txt
llm-srbench,llama3-1-8b,full,full,MatSci13,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci13.txt
llm-srbench,llama3-1-8b,full,full,MatSci14,1,3,23,23,30,scan,logs/llm-srbench/full/llama3-1-8b/MatSci14.txt
llm-srbench,llama3-1-8b,full,full,MatSci16,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci16.txt
llm-srbench,llama3-1-8b,full,full,MatSci18,1,4,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/MatSci18.txt
llm-srbench,llama3-1-8b,full,full,MatSci19,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci19.txt
llm-srbench,llama3-1-8b,full,full,MatSci20,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci20.txt
llm-srbench,llama3-1-8b,full,full,MatSci21,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci21.txt
llm-srbench,llama3-1-8b,full,full,MatSci22,1,2,15,15,30,scan,logs/llm-srbench/full/llama3-1-8b/MatSci22.txt
llm-srbench,llama3-1-8b,full,full,MatSci22,1,20,23,23,30,scan,logs/llm-srbench/full/llama3-1-8b/MatSci22.txt
llm-srbench,llama3-1-8b,full,full,MatSci23,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci23.txt
llm-srbench,llama3-1-8b,full,full,MatSci24,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci24.txt
llm-srbench,llama3-1-8b,full,full,MatSci25,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci25.txt
llm-srbench,llama3-1-8b,full,full,MatSci28,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/MatSci28.txt
llm-srbench,llama3-1-8b,full,full,PO16,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO16.txt
llm-srbench,llama3-1-8b,full,full,PO17,1,6,10,10,30,scan,logs/llm-srbench/full/llama3-1-8b/PO17.txt
llm-srbench,llama3-1-8b,full,full,PO18,1,2,3,3,30,scan,logs/llm-srbench/full/llama3-1-8b/PO18.txt
llm-srbench,llama3-1-8b,full,full,PO19,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO19.txt
llm-srbench,llama3-1-8b,full,full,PO20,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO20.txt
llm-srbench,llama3-1-8b,full,full,PO21,1,5,3,3,30,scan,logs/llm-srbench/full/llama3-1-8b/PO21.txt
llm-srbench,llama3-1-8b,full,full,PO22,1,13,5,5,30,scan,logs/llm-srbench/full/llama3-1-8b/PO22.txt
llm-srbench,llama3-1-8b,full,full,PO23,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO23.txt
llm-srbench,llama3-1-8b,full,full,PO24,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO24.txt
llm-srbench,llama3-1-8b,full,full,PO25,1,1,9,9,30,scan,logs/llm-srbench/full/llama3-1-8b/PO25.txt
llm-srbench,llama3-1-8b,full,full,PO35,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO35.txt
llm-srbench,llama3-1-8b,full,full,PO36,1,14,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/PO36.txt
llm-srbench,llama3-1-8b,full,full,PO37,1,7,6,6,30,scan,logs/llm-srbench/full/llama3-1-8b/PO37.txt
llm-srbench,llama3-1-8b,full,full,PO38,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO38.txt
llm-srbench,llama3-1-8b,full,full,PO39,1,22,1,1,30,scan,logs/llm-srbench/full/llama3-1-8b/PO39.txt
llm-srbench,llama3-1-8b,full,full,PO40,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO40.txt
llm-srbench,llama3-1-8b,full,full,PO41,0,no_match,0,0,30,no_match,logs/llm-srbench/full/llama3-1-8b/PO41.txt
llm-srbench,deepseek-v4-pro,full,full,BPG0,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG0.txt
llm-srbench,deepseek-v4-pro,full,full,BPG0,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG0.txt
llm-srbench,deepseek-v4-pro,full,full,BPG0,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG0.txt
llm-srbench,deepseek-v4-pro,full,full,BPG0,1,1,51,51,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG0.txt
llm-srbench,deepseek-v4-pro,full,full,BPG10,1,0,47,47,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG10.txt
llm-srbench,deepseek-v4-pro,full,full,BPG11,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG11.txt
llm-srbench,deepseek-v4-pro,full,full,BPG12,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG12.txt
llm-srbench,deepseek-v4-pro,full,full,BPG13,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG13.txt
llm-srbench,deepseek-v4-pro,full,full,BPG14,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG14.txt
llm-srbench,deepseek-v4-pro,full,full,BPG15,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG15.txt
llm-srbench,deepseek-v4-pro,full,full,BPG16,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG16.txt
llm-srbench,deepseek-v4-pro,full,full,BPG1,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG1.txt
llm-srbench,deepseek-v4-pro,full,full,BPG1,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG1.txt
llm-srbench,deepseek-v4-pro,full,full,BPG1,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG1.txt
llm-srbench,deepseek-v4-pro,full,full,BPG1,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG1.txt
llm-srbench,deepseek-v4-pro,full,full,BPG2,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG2.txt
llm-srbench,deepseek-v4-pro,full,full,BPG2,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG2.txt
llm-srbench,deepseek-v4-pro,full,full,BPG2,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG2.txt
llm-srbench,deepseek-v4-pro,full,full,BPG2,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG2.txt
llm-srbench,deepseek-v4-pro,full,full,BPG3,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG3.txt
llm-srbench,deepseek-v4-pro,full,full,BPG3,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG3.txt
llm-srbench,deepseek-v4-pro,full,full,BPG3,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG3.txt
llm-srbench,deepseek-v4-pro,full,full,BPG3,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG3.txt
llm-srbench,deepseek-v4-pro,full,full,BPG4,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG4.txt
llm-srbench,deepseek-v4-pro,full,full,BPG5,1,0,59,59,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG5.txt
llm-srbench,deepseek-v4-pro,full,full,BPG6,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG6.txt
llm-srbench,deepseek-v4-pro,full,full,BPG7,1,1,86,86,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG7.txt
llm-srbench,deepseek-v4-pro,full,full,BPG8,1,1,15,15,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG8.txt
llm-srbench,deepseek-v4-pro,full,full,BPG9,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG9.txt
llm-srbench,deepseek-v4-pro,full,full,BPG11,1,4,52,52,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG11.txt
llm-srbench,deepseek-v4-pro,full,full,BPG12,1,0,45,45,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG12.txt
llm-srbench,deepseek-v4-pro,full,full,BPG13,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG13.txt
llm-srbench,deepseek-v4-pro,full,full,BPG14,1,4,68,68,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG14.txt
llm-srbench,deepseek-v4-pro,full,full,BPG15,1,1,53,53,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG15.txt
llm-srbench,deepseek-v4-pro,full,full,BPG16,1,1,53,53,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG16.txt
llm-srbench,deepseek-v4-pro,full,full,BPG17,1,1,4,4,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG17.txt
llm-srbench,deepseek-v4-pro,full,full,BPG18,1,1,51,51,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG18.txt
llm-srbench,deepseek-v4-pro,full,full,BPG19,1,1,56,56,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG19.txt
llm-srbench,deepseek-v4-pro,full,full,BPG1,1,1,20,20,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG1.txt
llm-srbench,deepseek-v4-pro,full,full,BPG20,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG20.txt
llm-srbench,deepseek-v4-pro,full,full,BPG21,1,1,10,10,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG21.txt
llm-srbench,deepseek-v4-pro,full,full,BPG22,1,21,65,65,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG22.txt
llm-srbench,deepseek-v4-pro,full,full,BPG23,1,1,49,49,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG23.txt
llm-srbench,deepseek-v4-pro,full,full,BPG2,1,1,46,46,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG2.txt
llm-srbench,deepseek-v4-pro,full,full,BPG4,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/BPG4.txt
llm-srbench,deepseek-v4-pro,full,full,BPG6,1,1,69,69,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG6.txt
llm-srbench,deepseek-v4-pro,full,full,BPG9,1,1,4,4,30,scan,logs/llm-srbench/full/deepseek-v4-pro/BPG9.txt
llm-srbench,deepseek-v4-pro,full,full,CRK0,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/CRK0.txt
llm-srbench,deepseek-v4-pro,full,full,CRK10,1,1,3,3,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK10.txt
llm-srbench,deepseek-v4-pro,full,full,CRK11,1,2,1,1,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK11.txt
llm-srbench,deepseek-v4-pro,full,full,CRK12,1,7,6,6,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK12.txt
llm-srbench,deepseek-v4-pro,full,full,CRK13,1,1,20,20,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK13.txt
llm-srbench,deepseek-v4-pro,full,full,CRK14,1,2,47,47,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK14.txt
llm-srbench,deepseek-v4-pro,full,full,CRK15,1,9,7,7,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK15.txt
llm-srbench,deepseek-v4-pro,full,full,CRK16,1,0,60,60,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK16.txt
llm-srbench,deepseek-v4-pro,full,full,CRK17,1,1,63,63,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK17.txt
llm-srbench,deepseek-v4-pro,full,full,CRK18,1,1,44,44,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK18.txt
llm-srbench,deepseek-v4-pro,full,full,CRK19,1,4,3,3,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK19.txt
llm-srbench,deepseek-v4-pro,full,full,CRK1,1,1,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK1.txt
llm-srbench,deepseek-v4-pro,full,full,CRK20,1,2,50,50,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK20.txt
llm-srbench,deepseek-v4-pro,full,full,CRK21,1,2,79,79,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK21.txt
llm-srbench,deepseek-v4-pro,full,full,CRK22,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/CRK22.txt
llm-srbench,deepseek-v4-pro,full,full,CRK23,1,1,30,30,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK23.txt
llm-srbench,deepseek-v4-pro,full,full,CRK24,1,3,4,4,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK24.txt
llm-srbench,deepseek-v4-pro,full,full,CRK25,1,4,30,30,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK25.txt
llm-srbench,deepseek-v4-pro,full,full,CRK26,1,8,36,36,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK26.txt
llm-srbench,deepseek-v4-pro,full,full,CRK27,1,3,43,43,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK27.txt
llm-srbench,deepseek-v4-pro,full,full,CRK28,1,23,1,1,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK28.txt
llm-srbench,deepseek-v4-pro,full,full,CRK29,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/CRK29.txt
llm-srbench,deepseek-v4-pro,full,full,CRK2,1,1,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK2.txt
llm-srbench,deepseek-v4-pro,full,full,CRK30,1,10,4,4,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK30.txt
llm-srbench,deepseek-v4-pro,full,full,CRK31,1,5,1,1,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK31.txt
llm-srbench,deepseek-v4-pro,full,full,CRK32,1,2,78,78,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK32.txt
llm-srbench,deepseek-v4-pro,full,full,CRK33,1,2,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK33.txt
llm-srbench,deepseek-v4-pro,full,full,CRK34,1,1,44,44,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK34.txt
llm-srbench,deepseek-v4-pro,full,full,CRK35,1,1,42,42,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK35.txt
llm-srbench,deepseek-v4-pro,full,full,CRK3,1,2,3,3,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK3.txt
llm-srbench,deepseek-v4-pro,full,full,CRK4,1,1,82,82,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK4.txt
llm-srbench,deepseek-v4-pro,full,full,CRK5,1,2,69,69,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK5.txt
llm-srbench,deepseek-v4-pro,full,full,CRK6,1,17,44,44,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK6.txt
llm-srbench,deepseek-v4-pro,full,full,CRK7,1,1,60,60,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK7.txt
llm-srbench,deepseek-v4-pro,full,full,CRK8,1,1,11,11,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK8.txt
llm-srbench,deepseek-v4-pro,full,full,CRK9,1,3,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/CRK9.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci0,1,3,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci0.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci10,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci10.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci11,1,5,45,45,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci11.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci12,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci12.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci13,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci13.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci14,1,3,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci14.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci16,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci16.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci18,1,1,3,3,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci18.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci19,1,2,1,1,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci19.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci1,1,30,1,1,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci1.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci20,1,3,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci20.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci21,1,1,5,5,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci21.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci22,1,4,48,48,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci22.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci23,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci23.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci24,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci24.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci25,1,19,1,1,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci25.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci28,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci28.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci2,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci2.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci3,1,1,3,3,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci3.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci4,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci4.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci5,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci5.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci6,1,1,5,5,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci6.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci7,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/MatSci7.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci8,1,4,5,5,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci8.txt
llm-srbench,deepseek-v4-pro,full,full,MatSci9,1,1,10,10,30,scan,logs/llm-srbench/full/deepseek-v4-pro/MatSci9.txt
llm-srbench,deepseek-v4-pro,full,full,PO0,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/PO0.txt
llm-srbench,deepseek-v4-pro,full,full,PO10,1,1,42,42,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO10.txt
llm-srbench,deepseek-v4-pro,full,full,PO11,1,2,82,82,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO11.txt
llm-srbench,deepseek-v4-pro,full,full,PO12,1,19,50,50,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO12.txt
llm-srbench,deepseek-v4-pro,full,full,PO13,1,17,7,7,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO13.txt
llm-srbench,deepseek-v4-pro,full,full,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/PO14.txt
llm-srbench,deepseek-v4-pro,full,full,PO15,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/PO15.txt
llm-srbench,deepseek-v4-pro,full,full,PO16,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/PO16.txt
llm-srbench,deepseek-v4-pro,full,full,PO17,1,2,9,9,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO17.txt
llm-srbench,deepseek-v4-pro,full,full,PO18,1,0,64,64,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO18.txt
llm-srbench,deepseek-v4-pro,full,full,PO19,1,3,53,53,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO19.txt
llm-srbench,deepseek-v4-pro,full,full,PO1,1,7,52,52,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO1.txt
llm-srbench,deepseek-v4-pro,full,full,PO20,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/PO20.txt
llm-srbench,deepseek-v4-pro,full,full,PO21,1,1,17,17,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO21.txt
llm-srbench,deepseek-v4-pro,full,full,PO22,1,2,11,11,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO22.txt
llm-srbench,deepseek-v4-pro,full,full,PO23,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/PO23.txt
llm-srbench,deepseek-v4-pro,full,full,PO24,1,3,52,52,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO24.txt
llm-srbench,deepseek-v4-pro,full,full,PO25,1,1,47,47,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO25.txt
llm-srbench,deepseek-v4-pro,full,full,PO26,1,26,23,23,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO26.txt
llm-srbench,deepseek-v4-pro,full,full,PO27,0,no_match,0,0,30,no_match,logs/llm-srbench/full/deepseek-v4-pro/PO27.txt
llm-srbench,deepseek-v4-pro,full,full,PO28,1,13,51,51,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO28.txt
llm-srbench,deepseek-v4-pro,full,full,PO29,1,2,50,50,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO29.txt
llm-srbench,deepseek-v4-pro,full,full,PO2,1,19,52,52,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO2.txt
llm-srbench,deepseek-v4-pro,full,full,PO30,1,27,2,2,30,scan,logs/llm-srbench/full/deepseek-v4-pro/PO30.txt
